,FLARE_TYPE,COINCIDENCE,R_VALUE_1,R_VALUE_2,R_VALUE_3,R_VALUE_4,R_VALUE_5
1370,B,False,0.0,0.0,0.0,0.0,0.0
1371,B,False,3.9044,3.8651,3.9497,3.9859,3.9564
1372,B,False,0.0,0.0,0.0,0.0,0.0
1373,B,False,0.0,3.4281,3.2917,0.0,3.6764
1374,B,True,3.5635,3.5989,3.6542,3.7018,3.7258
1375,B,False,3.8449,3.8271,3.8334,3.8043,3.8271
1376,B,False,3.2649,3.3513,3.3534,3.4055,3.3705
1377,B,False,3.7568,3.7811,3.7569,3.6882,3.6298
1378,B,True,0.0,0.0,0.0,0.0,0.0
1379,B,True,2.6623,2.9095,2.915,3.0855,3.3407
1380,B,False,0.0,2.0884,0.0,0.0,0.0
1381,B,False,3.9128,3.8895,3.9441,3.9758,3.9015
1382,B,False,3.9818,4.0759,4.1176,4.0919,4.0152
1383,B,True,2.652,0.0,2.0906,2.1195,2.1286
1384,B,False,3.9528,3.9344,3.9559,4.0155,4.0647
1385,B,False,3.5414,3.3442,3.4078,3.622,3.5171
1386,B,False,3.883,3.7948,3.8741,3.9331,3.9183
1387,B,False,2.4347,2.4484,1.8315,1.6696,2.0695
1388,B,True,3.8312,4.0048,4.0433,4.049,4.0119
1389,B,True,2.8949,0.0,0.0,1.7132,0.0
1390,B,True,2.7092,2.8473,2.7376,2.7445,2.7341
1391,B,True,3.1761,3.1384,3.0384,2.8425,2.9264
1392,B,False,2.6291,2.5648,2.5473,1.722,1.7171
1393,B,False,2.5309,2.5447,2.5511,2.772,2.7647
1394,B,False,3.9364,3.9322,4.0178,4.0112,3.9566
1395,B,False,3.6663,3.6019,3.6267,3.1201,2.6333
1396,B,True,4.1649,4.2835,4.3355,4.2635,3.973
1397,B,False,0.0,0.0,0.0,0.0,0.0
1398,B,False,1.5761,0.0,0.0,0.0,0.0
1399,B,False,2.7026,3.1677,3.3625,3.2162,3.22
1400,B,False,0.0,0.0,0.0,0.0,0.0
1401,B,True,3.1428,3.1348,0.0,2.049,3.019
1402,B,False,3.8803,3.9866,3.9259,3.8669,3.861
1403,B,False,2.9578,2.9956,2.9589,2.942,3.146
1404,B,False,4.2227,4.1807,4.1667,4.0552,4.0982
1405,B,False,3.4176,3.3806,3.3319,3.3738,3.339
1406,B,False,3.6688,3.6291,3.6296,3.6334,3.5969
1407,B,False,3.6961,3.7259,3.7391,3.7969,3.7242
1408,B,True,3.0184,2.654,2.8657,2.8723,2.6249
1409,B,False,3.9431,3.9116,3.7593,3.7981,3.8656
1410,B,True,3.5024,3.4726,3.4687,3.5004,3.472
1411,B,False,3.3655,3.4143,3.5747,3.4053,3.3366
1412,B,False,2.8392,2.8416,3.4701,3.0926,3.0665
1413,B,False,2.9827,3.1359,2.4769,2.6765,2.5842
1414,B,False,2.6062,2.7858,1.8929,2.1748,2.162
1415,B,False,2.3713,2.4593,1.9956,2.0022,2.1872
1416,B,False,2.4792,2.4187,2.0921,1.6335,2.219
1417,B,False,3.9352,3.819,3.8488,3.876,3.8964
1418,B,False,2.8125,2.7239,0.0,0.0,0.0
1419,B,False,3.6407,3.6103,3.5807,3.5847,3.6973
1420,B,False,2.9482,3.0773,3.0883,3.0907,3.084
1421,B,False,3.7416,3.7656,3.64,3.7456,3.7338
1422,B,False,0.0,0.0,0.0,0.0,0.0
1423,B,False,3.2719,3.2258,3.269,3.2205,3.2189
1424,B,False,2.8412,2.3677,2.4674,2.469,2.6222
1425,B,False,3.4469,3.4796,3.6097,3.4741,3.6075
1426,B,False,3.5082,3.6349,3.5188,3.5019,3.4559
1427,B,False,0.0,0.0,0.0,0.0,0.0
1428,B,True,2.9648,2.4078,3.1182,2.9579,2.7427
1429,B,False,3.2316,3.2112,3.5009,3.2837,3.1661
1430,B,True,3.5978,3.6532,3.5175,3.2544,3.7055
1431,B,True,2.1927,2.2035,1.8862,2.4724,2.4792
1432,B,True,2.5594,2.2643,2.4294,1.9662,2.5618
1433,B,False,2.6406,2.8685,2.5625,2.5571,2.5555
1434,B,False,3.9058,3.8724,3.8953,3.9565,3.9528
1435,B,False,0.0,0.0,0.0,0.0,0.0
1436,B,False,3.909,3.9379,3.9967,3.8927,3.9095
1437,B,False,2.6173,2.6274,2.6327,2.6384,2.6371
1438,B,False,4.0219,4.0312,4.0483,4.0519,4.1669
1439,B,False,3.7636,3.7194,3.7284,3.7029,3.6544
1440,B,False,4.3463,4.3515,4.3254,4.315,4.3148
1441,B,False,0.0,0.0,0.0,0.0,0.0
1442,B,False,4.1468,4.1975,4.0977,4.1195,4.1129
1443,B,False,3.7349,3.7013,3.6997,3.7228,3.6728
1444,B,False,3.3198,3.4282,3.3303,3.3254,3.3245
1445,B,False,3.8593,3.8589,3.8992,4.0394,3.9705
1446,B,False,2.1299,2.2769,2.2876,2.5773,2.4296
1447,B,False,4.022,3.9753,4.0042,3.9947,3.9389
1448,B,False,3.6719,3.8255,3.5067,3.5203,3.7778
1449,B,False,0.0,1.8397,1.8636,1.8802,0.0
1450,B,False,0.0,0.0,0.0,0.0,0.0
1451,B,False,3.5224,3.5624,3.4732,3.4197,3.3711
1452,B,False,2.7986,2.7997,2.7956,2.7892,2.9266
1453,B,False,4.1892,4.2062,4.1927,4.1931,4.3555
1454,B,False,2.5313,2.5389,2.5474,2.5473,2.6683
1455,B,False,3.673,3.7371,3.7972,3.6804,3.7206
1456,B,False,2.3509,2.6489,2.7623,2.6469,0.0
1457,B,False,4.2052,4.2567,4.269,4.2857,4.3099
1458,B,False,1.4074,2.5256,2.7811,0.0,0.0
1459,B,False,2.2236,0.0,3.1235,3.4528,3.4325
1460,B,False,3.269,3.2205,3.2189,3.2172,3.2218
1461,B,False,3.7534,3.6734,3.7668,3.6483,3.782
1462,B,False,3.2172,3.2218,3.2236,3.2136,3.215
1463,B,False,0.0,0.0,0.0,0.0,1.953
1464,B,False,3.8163,3.7641,3.7623,3.708,3.6571
1465,B,False,0.0,0.0,0.0,0.0,0.0
1466,B,False,2.8147,0.0,0.0,2.2802,0.0
1467,B,False,3.4873,3.4395,3.4941,3.4583,3.458
1468,B,False,4.1213,4.0536,4.1246,4.1234,4.0929
1469,B,False,2.7512,2.9508,2.9056,2.8471,2.8389
1470,B,False,0.0,0.0,0.0,0.0,1.9303
1471,B,False,0.0,0.0,0.0,0.0,0.0
1472,B,False,3.8386,3.9712,4.06,3.9555,3.9244
1473,B,False,3.7275,3.8006,3.8799,3.8185,3.7506
1474,B,False,3.9606,3.9466,3.9517,4.0102,3.9364
1475,B,False,3.7765,3.8079,3.7508,3.6942,3.7449
1476,B,False,3.5661,3.5617,3.5661,3.3055,3.4825
1477,B,True,3.6884,3.7102,3.6665,3.6806,3.7623
1478,B,False,3.8863,3.9344,3.9281,3.7821,3.9085
1479,B,False,0.0,0.0,0.0,0.0,0.0
1480,B,True,2.6344,2.2709,2.4604,2.0835,0.0
1481,B,False,3.8439,3.7884,3.9809,3.8693,3.9476
1482,B,False,1.9251,1.6334,1.6001,0.0,0.0
1483,B,False,4.4528,4.3492,4.0931,4.0165,3.9021
1484,B,True,0.0,0.0,2.1002,2.1606,2.344
1485,B,False,3.4602,3.5003,3.5291,3.4339,3.5274
1486,B,False,2.5425,2.8384,2.7955,2.3783,2.766
1487,B,False,3.7788,3.6909,3.66,3.651,3.6954
1488,B,False,4.1022,4.1171,4.1928,4.2175,4.2192
1489,B,False,2.7672,2.7792,2.5451,3.0006,3.0396
1490,B,False,4.2229,4.2542,4.1777,4.1812,4.1725
1491,B,False,2.5918,1.9797,1.9794,0.0,0.0
1492,B,True,2.1585,2.167,2.1741,0.0,0.0
1493,B,False,2.7439,2.8432,3.0547,2.8451,2.464
1494,B,False,3.8686,3.8458,4.0359,4.1589,4.1916
1495,B,False,1.9543,2.4207,2.6252,2.3897,2.3928
1496,B,False,3.7669,3.7975,4.0136,3.8267,3.713
1497,B,False,2.7055,2.5117,2.305,0.0,0.0
1498,B,False,2.9677,3.0993,2.9023,3.0917,3.1355
1499,B,True,3.259,3.5533,3.6515,3.5531,3.4915
1500,B,False,4.0164,3.9985,3.9796,4.0177,4.0179
1501,B,False,2.7725,3.0311,2.9827,2.982,2.9814
1502,B,False,3.6228,3.7227,3.6208,3.6574,3.3259
1503,B,False,2.641,3.248,3.2561,2.6978,2.7032
1504,B,False,3.6747,3.7086,3.6878,3.5607,3.5319
1505,B,False,3.2838,2.9995,2.6406,3.0916,2.4088
1506,B,False,3.7592,3.6082,3.3772,3.3426,3.5669
1507,B,False,3.3696,3.4496,3.3338,3.4243,3.3567
1508,B,True,3.8057,3.8756,3.7918,3.7666,3.8202
1509,B,False,2.6653,2.558,0.0,0.0,0.0
1510,B,False,2.2211,2.5377,2.6873,3.1695,2.8064
1511,B,False,3.9134,3.7046,3.713,3.7307,3.78
1512,B,False,4.1615,3.9978,4.0717,4.1322,4.1658
1513,B,False,2.4584,2.0355,2.0199,0.0,1.7484
1514,B,True,1.8118,3.2821,2.5331,3.1096,3.3084
1515,B,False,2.8428,2.8372,3.01,2.8111,0.0
1516,B,False,3.5992,3.5548,3.5299,3.5743,3.5525
1517,B,False,3.1939,2.8877,3.159,2.9961,2.7592
1518,B,False,2.8814,2.1946,3.0715,2.895,2.4568
1519,B,False,2.8574,3.0936,3.2128,3.2857,3.1278
1520,B,False,4.1829,4.2777,4.4318,4.541,4.5477
1521,B,False,0.0,0.0,0.0,0.0,0.0
1522,B,False,4.0755,4.1325,4.0881,4.1552,4.1724
1523,B,False,3.1297,3.0577,3.0738,2.945,2.4365
1524,B,False,4.2221,4.1155,4.214,4.2289,4.0287
1525,B,False,3.3356,3.3824,3.2809,3.5721,3.6296
1526,B,False,3.4279,3.4562,3.5293,3.5024,3.4492
1527,B,False,3.7847,3.7423,3.7649,3.7661,3.7231
1528,B,False,0.0,0.0,0.0,0.0,2.7101
1529,B,False,3.7452,3.7224,3.7119,3.7991,3.8718
1530,B,False,4.1162,4.1059,4.1379,4.1313,4.1464
1531,B,False,3.9566,3.9632,3.8085,3.7996,3.883
1532,B,True,2.4976,2.5047,0.0,0.0,2.3346
1533,B,False,3.9784,3.9715,3.9659,3.9536,3.9463
1534,B,False,0.0,0.0,0.0,0.0,0.0
1535,B,False,3.4673,3.4972,3.2984,3.3221,3.3143
1536,B,False,4.4997,4.3432,4.4704,4.3456,4.3934
1537,B,False,2.8766,3.1226,3.2211,3.63,3.4723
1538,B,False,3.9264,3.9161,3.9383,3.9091,3.8019
1539,B,False,3.9083,3.922,4.0322,4.0268,4.0422
1540,B,False,0.0,2.2749,2.2731,2.0395,0.0
1541,B,False,3.1046,3.3245,3.1818,3.1256,3.0525
1542,B,False,3.473,3.3319,3.5318,3.5019,3.378
1543,B,False,3.7524,3.7697,3.7509,3.7545,3.7606
1544,B,False,3.6268,3.5882,3.6532,3.6272,3.539
1545,B,False,0.0,0.0,2.077,2.2251,2.605
1546,B,False,2.7072,2.6978,2.4693,2.8646,2.7106
1547,B,False,0.0,0.0,0.0,2.5657,0.0
1548,B,False,0.0,0.0,0.0,2.3229,2.9944
1549,B,False,3.6706,3.723,3.5286,3.4564,3.382
1550,B,False,0.0,0.0,0.0,2.9965,2.9646
1551,B,False,3.7493,3.759,3.8053,3.7406,3.7275
1552,B,False,3.7458,3.673,3.7371,3.7972,3.6804
1553,B,False,0.0,0.0,0.0,2.9326,2.8544
1554,B,False,2.5884,2.3392,2.1765,2.1829,2.3664
1555,B,False,3.7839,3.6386,3.7471,3.7434,3.7421
1556,B,False,2.7032,2.1854,0.0,3.014,2.8746
1557,B,False,3.3765,3.3917,3.374,3.2073,3.2026
1558,B,False,4.0425,4.0876,4.0838,4.0065,3.9658
1559,B,False,3.9373,3.9504,3.9305,3.931,3.9324
1560,B,False,0.0,0.0,0.0,0.0,0.0
1561,B,False,0.0,0.0,0.0,0.0,0.0
1562,B,False,3.8856,3.9326,3.9917,4.0581,4.0763
1563,B,False,2.4717,2.5799,2.7653,2.5899,2.707
1564,B,False,3.0406,3.0333,3.0326,3.0292,3.029
1565,B,False,3.2657,3.3878,3.3737,3.529,3.3886
1566,B,False,2.8824,2.8113,2.9271,2.9807,2.9643
1567,B,False,3.4525,3.4089,3.3415,3.3007,3.3723
1568,B,False,0.0,0.0,1.8582,2.2343,1.8711
1569,B,False,0.0,0.0,0.0,0.0,0.0
1570,B,False,4.7816,4.848,4.8732,4.7907,4.7322
1571,B,False,4.4054,4.4304,4.4549,4.3582,4.3116
1572,B,False,2.8263,2.8287,2.832,2.9461,2.8314
1573,B,False,0.0,0.0,0.0,0.0,0.0
1574,B,False,3.78,3.6785,3.8205,3.8508,3.8673
1575,B,False,3.5636,3.5671,3.5989,3.5712,3.4732
1576,B,False,3.8133,3.5764,3.3969,3.5222,3.4828
1577,B,False,3.0618,3.1514,3.0787,2.9747,3.1107
1578,B,False,2.047,2.3023,1.9755,1.9184,1.7223
1579,B,False,0.0,2.2704,2.2309,2.2306,0.0
1580,B,False,2.9175,2.4224,3.0572,3.0117,3.108
1581,B,True,3.9079,3.8188,3.8877,3.8897,3.8358
1582,B,False,3.4795,3.4579,3.4957,3.5278,3.5518
1583,B,False,3.601,3.6056,3.7119,3.7419,3.7328
1584,B,False,3.5677,3.5321,3.5357,3.5684,3.4879
1585,B,False,3.5516,3.7435,3.502,3.8545,3.6821
1586,B,False,2.1005,2.437,2.45,1.8724,1.8829
1587,B,False,4.0327,4.0987,4.0313,4.01,3.9426
1588,B,False,3.7422,3.792,3.7011,3.7884,3.7848
1589,B,False,1.909,1.8922,1.8708,2.8796,2.136
1590,B,False,0.0,0.0,0.0,0.0,0.0
1591,B,True,0.0,0.0,0.0,0.0,2.8595
1592,B,False,2.6356,2.4069,2.8361,2.8753,3.0741
1593,B,False,3.7661,3.7231,3.7296,3.7805,3.7645
1594,B,False,3.1924,3.2139,3.1487,3.0916,3.2826
1595,B,False,3.2657,3.6196,3.4491,3.4889,3.3026
1596,B,False,2.8169,2.7316,2.6335,2.8113,2.8421
1597,B,False,3.7634,3.7698,3.7268,3.704,3.7403
1598,B,False,3.4876,3.4844,3.5177,3.6094,3.6492
1599,B,True,2.668,2.656,2.9564,2.6373,2.628
1600,B,False,3.9879,4.042,3.8894,3.9685,3.9054
1601,B,False,3.672,3.7097,3.8362,3.7693,3.6633
1602,B,False,1.6511,0.0,0.0,0.0,0.0
1603,B,False,0.0,0.0,0.0,0.0,0.0
1604,B,False,3.4581,3.4764,3.4466,3.5936,3.5361
1605,B,False,3.5365,3.6104,3.6724,3.6966,3.6847
1606,B,False,2.3692,2.1327,1.8799,1.8759,2.7443
1607,B,False,3.6789,3.7585,3.8233,3.7524,3.6959
1608,B,True,2.0981,2.1065,2.1127,2.1387,2.1311
1609,B,True,2.1602,2.1599,2.1742,2.4711,2.4597
1610,B,False,1.8431,1.8958,2.4588,2.5443,2.5215
1611,B,False,2.8073,3.0307,3.1006,3.3296,3.3049
1612,B,False,0.0,2.3324,0.0,0.0,0.0
1613,B,False,3.8731,3.9738,4.0071,4.0032,4.0113
1614,B,False,3.1256,3.3614,3.4399,3.6339,3.656
1615,B,False,3.7103,3.703,3.7176,3.7831,3.7454
1616,B,False,3.617,3.6234,3.2986,3.6767,3.5847
1617,B,False,3.7601,3.7654,3.7027,3.7263,3.7238
1618,B,False,2.6664,2.6716,2.5033,2.5048,2.4939
1619,B,False,2.6852,2.9511,2.95,3.074,3.104
1620,B,False,3.5853,3.3542,3.6002,3.2185,3.1871
1621,B,False,3.3448,3.1661,2.3196,2.4991,2.779
1622,B,False,3.5202,3.528,3.4095,3.7998,3.4276
1623,B,False,3.9048,3.9032,3.8113,3.6989,3.6967
1624,B,True,2.6454,2.2414,2.5409,2.8265,2.7226
1625,B,False,3.4893,3.6544,3.6887,3.4238,3.5836
1626,B,False,3.1371,3.434,3.619,3.3432,3.4254
1627,B,False,3.9118,3.9087,3.9109,3.9302,3.8728
1628,B,False,3.1473,1.9305,1.9362,3.2495,3.254
1629,B,True,1.8331,2.0496,2.3191,2.3148,0.0
1630,B,False,3.9329,3.9426,3.9873,3.8712,3.8967
1631,B,False,2.3048,2.7816,2.628,2.4849,2.8454
1632,B,False,2.8687,3.0002,3.0027,2.9996,2.9783
1633,B,False,4.848,4.8732,4.7907,4.7322,4.7688
1634,B,False,2.9444,2.7643,2.5846,2.4883,2.7769
1635,B,False,2.7866,3.0801,2.9302,2.9759,2.9188
1636,B,False,3.9767,3.8262,3.8195,3.848,3.7807
1637,B,False,2.6543,2.6454,2.648,2.5167,2.5238
1638,B,False,3.3377,3.0231,2.9983,3.1071,2.6069
1639,B,False,0.0,0.0,0.0,0.0,0.0
1640,B,False,2.9841,2.919,2.9786,2.9234,2.9907
1641,B,False,4.2662,4.217,4.2054,4.2637,4.1777
1642,B,False,0.0,0.0,0.0,0.0,0.0
1643,B,False,3.9345,3.8813,4.0843,3.98,3.7355
1644,B,False,3.4667,3.2694,3.3786,3.2675,3.3347
1645,B,False,4.1928,4.218,4.1936,4.1633,4.2387
1646,B,False,3.9526,4.1773,4.0904,4.1421,3.9806
1647,B,False,3.4219,3.3727,3.3404,3.3454,3.2436
1648,B,False,3.524,3.5015,3.5376,3.4109,3.5778
1649,B,False,3.8662,3.8655,3.8611,3.9254,3.8269
1650,B,False,0.0,0.0,0.0,0.0,0.0
1651,B,True,2.9601,3.0156,3.0253,3.0221,3.0732
1652,B,False,3.7939,3.7577,3.7046,3.7635,3.6687
1653,B,False,4.1143,4.194,4.226,4.1936,4.2333
1654,B,False,3.8435,3.8289,3.8098,3.7564,3.8068
1655,B,False,3.2317,3.2407,3.3038,3.2296,3.2907
1656,B,False,3.3713,3.4735,3.5415,2.9551,3.0554
1657,B,False,2.2712,2.6316,0.0,0.0,1.8865
1658,B,False,0.0,0.0,0.0,0.0,2.8834
1659,B,False,3.2057,3.0304,3.0887,2.447,2.8474
1660,B,False,3.7653,3.6709,3.6982,3.7107,3.6402
1661,B,False,3.2041,3.1454,3.1474,3.1354,3.1596
1662,B,False,2.7389,2.8612,2.7943,3.2122,2.6895
1663,B,False,3.8362,3.7693,3.6633,3.6586,3.5483
1664,B,False,0.0,0.0,0.0,0.0,0.0
1665,B,False,3.7015,3.583,3.5467,3.6498,3.6842
1666,B,False,1.8862,2.4724,2.4792,2.4187,2.0921
1667,B,False,3.7509,3.7545,3.7606,3.8712,3.8327
1668,B,True,2.7264,2.7162,2.7187,3.094,0.0
1669,B,True,3.3229,3.3591,3.4327,3.0512,3.3951
1670,B,False,4.2384,4.3271,4.2643,4.2642,4.3256
1671,B,False,3.0818,2.7003,3.077,3.1549,3.031
1672,B,False,4.0584,4.0748,4.0446,4.0991,4.0966
1673,B,False,3.5747,3.6277,3.7533,3.7595,3.6903
1674,B,False,3.6988,3.7152,3.7155,3.7023,3.6949
1675,B,False,3.4412,3.4324,3.512,3.5101,3.4976
1676,B,False,3.2603,3.4864,3.1986,3.535,3.5615
1677,B,False,3.9698,3.9821,3.8922,3.9923,3.9602
1678,B,True,2.6343,2.6277,0.0,2.2814,2.2827
1679,B,False,4.118,4.0368,3.9937,3.9655,4.0639
1680,B,False,3.3923,3.3614,3.3356,3.3824,3.2809
1681,B,False,4.0633,3.8053,3.8812,3.3719,3.9146
1682,B,False,1.6278,1.6033,2.3828,2.422,1.8225
1683,B,False,3.7005,3.7133,3.8006,3.7631,3.6223
1684,B,False,3.6262,3.6151,3.5796,3.6226,3.5399
1685,B,False,3.6505,3.7587,3.6543,3.7393,3.6057
1686,B,False,3.6113,3.5782,3.5814,3.6526,3.6524
1687,B,False,1.7192,2.0936,0.0,2.4922,0.0
1688,B,False,3.4726,3.0718,3.3425,2.7944,2.8
1689,B,False,3.8558,3.642,3.8392,3.9131,3.9036
1690,B,False,0.0,0.0,0.0,0.0,0.0
1691,B,False,3.3655,3.4374,3.4133,3.4122,3.4567
1692,B,False,4.1024,4.1518,4.0168,4.0107,4.0829
1693,B,False,3.5215,3.5176,3.3242,3.3105,3.2879
1694,B,False,4.0765,4.0869,4.1195,4.142,4.1215
1695,B,False,4.5512,4.6678,4.661,4.5039,4.3688
1696,B,False,4.2163,4.2602,4.2632,4.2951,4.2775
1697,B,True,3.3782,3.4257,3.4186,3.4995,3.2574
1698,B,False,2.6927,2.6945,2.9145,2.6036,2.7729
1699,B,False,3.8794,3.88,3.8081,3.787,3.7901
1700,B,False,1.6363,0.0,0.0,0.0,0.0
1701,B,False,2.9638,2.964,2.7176,2.4692,2.7158
1702,B,False,3.1601,3.1942,2.9966,3.0516,3.3819
1703,B,False,4.1138,3.9419,3.9066,3.8975,3.7556
1704,B,False,3.5063,3.4104,3.3161,3.3119,3.2601
1705,B,True,0.0,0.0,0.0,0.0,0.0
1706,B,False,3.2779,3.3967,3.353,3.3366,3.2791
1707,B,False,0.0,0.0,2.6406,2.5539,0.0
1708,B,False,3.2158,3.1895,3.2731,3.3174,3.139
1709,B,False,4.0899,4.0742,4.1645,4.1466,4.2362
1710,B,False,3.777,3.7188,3.6429,3.7104,3.4361
1711,B,False,3.7154,4.0006,3.7049,3.6993,3.7939
1712,B,False,2.4836,2.5638,2.7414,2.4878,2.0785
1713,B,False,2.3583,2.5987,0.0,2.4157,2.7301
1714,B,False,3.6601,3.5809,3.5773,3.5986,3.5151
1715,B,False,2.374,2.3764,2.3726,0.0,0.0
1716,B,False,3.6828,3.4579,3.7015,3.5591,3.5545
1717,B,False,2.9095,2.915,3.0855,3.3407,3.3609
1718,B,False,0.0,0.0,0.0,2.1344,2.1328
1719,B,False,3.6589,3.6445,3.6534,3.7029,3.6428
1720,B,False,3.7964,3.7593,3.7539,3.7018,3.6816
1721,B,False,2.6771,2.5398,2.9205,2.9356,2.6005
1722,B,False,2.4967,2.4913,2.4879,2.3126,2.506
1723,B,False,0.0,0.0,0.0,0.0,0.0
1724,B,False,3.1629,3.3,2.9774,2.9686,2.9684
1725,B,False,2.6113,2.6631,2.5518,2.3804,2.5576
1726,B,False,0.0,0.0,0.0,0.0,0.0
1727,B,False,3.238,3.3449,3.3456,3.3651,3.4391
1728,B,False,1.6205,2.8835,2.7316,2.5818,0.0
1729,B,False,2.5973,2.772,2.9378,2.1568,2.2084
1730,B,False,2.3191,2.3148,0.0,1.6996,0.0
1731,B,False,0.0,0.0,0.0,2.2044,2.2123
1732,B,False,3.2102,3.1013,3.1845,2.864,2.0886
1733,B,False,1.6963,1.7042,0.0,2.0864,2.0761
1734,B,False,3.436,3.2691,3.4376,3.6062,3.4809
1735,B,False,2.6178,2.6194,2.6199,2.6177,2.2785
1736,B,False,3.4473,3.537,3.4786,3.5222,3.6302
1737,B,False,0.0,3.0676,2.2425,3.2173,3.1589
1738,B,False,2.7892,2.6829,2.5707,2.2588,2.6523
1739,B,False,3.3641,3.3058,3.3504,3.3784,3.0628
1740,B,False,3.8332,3.8141,3.8458,3.8036,3.8134
1741,B,False,3.2203,3.1537,3.1573,3.1498,3.3547
1742,B,False,3.405,3.488,3.1795,3.0145,3.2664
1743,B,False,3.7903,3.7929,3.7215,3.7178,3.6064
1744,B,False,3.6816,3.7167,3.6875,3.7888,3.7986
1745,B,False,4.1721,4.119,4.2076,4.115,4.0904
1746,B,False,3.0945,3.0855,2.7526,3.0209,2.5266
1747,B,False,3.5184,3.5168,3.4248,3.454,3.5337
1748,B,True,3.7924,3.8046,3.8872,3.8744,3.863
1749,B,False,3.7515,3.8213,3.7616,3.8247,3.8739
1750,B,False,3.3591,3.4392,3.4957,3.4825,3.541
1751,B,False,3.2218,3.2236,3.2136,3.215,3.2149
1752,B,False,2.4201,2.4316,0.0,1.9708,1.9877
1753,B,False,2.8479,2.8817,2.7873,2.709,2.6608
1754,B,False,1.9946,1.9886,1.9857,1.6867,1.6887
1755,B,False,3.6518,3.6617,3.6345,3.7584,3.6812
1756,B,False,0.0,0.0,2.0583,0.0,2.6714
1757,B,False,2.7251,2.9977,3.1696,2.8744,2.9377
1758,B,False,0.0,0.0,0.0,1.8695,1.8614
1759,B,False,2.6031,0.0,0.0,2.077,2.2251
1760,B,False,1.7751,1.7771,1.7736,1.7757,1.7766
1761,B,False,3.6833,3.7199,3.7746,3.7751,3.9639
1762,B,False,3.2559,3.296,3.3245,3.3787,3.3579
1763,B,False,3.8015,3.8466,3.8434,3.8403,3.9394
1764,B,False,3.4094,3.4976,3.4933,3.4404,3.603
1765,B,False,3.7418,3.7377,3.7298,3.8274,3.8311
1766,B,False,1.9159,2.2465,2.3551,2.4415,2.4708
1767,B,False,3.0378,3.034,2.9579,3.1233,3.1223
1768,B,False,4.295,4.373,4.3393,4.2531,4.2218
1769,B,False,2.9682,2.9957,3.1144,3.0813,3.157
1770,B,False,4.0877,4.1423,4.1461,4.1866,4.2347
1771,B,False,0.0,0.0,0.0,0.0,0.0
1772,B,False,4.0786,4.0275,4.0258,4.0234,4.1098
1773,B,False,2.9455,3.3187,3.3587,3.3219,3.3309
1774,B,False,3.7905,3.8657,3.0206,3.7701,3.8565
1775,B,False,3.8927,3.9095,3.9182,3.8232,3.8705
1776,B,False,0.0,0.0,0.0,0.0,0.0
1777,B,False,2.6885,2.689,2.583,2.5732,2.5766
1778,B,False,3.0967,3.3622,3.1129,3.1387,2.8206
1779,B,False,2.4021,2.4019,0.0,0.0,0.0
1780,B,False,2.7589,3.098,3.2171,2.7354,2.9998
1781,B,False,3.7508,3.8233,3.7586,3.7204,3.7813
1782,B,False,2.153,2.1507,2.4507,2.1367,2.1325
1783,B,False,3.1666,3.2286,3.2594,3.3204,3.2956
1784,B,False,0.0,0.0,0.0,0.0,0.0
1785,B,False,4.0914,4.0505,4.0671,4.0375,4.0458
1786,B,False,3.3026,3.2588,3.2125,3.2878,3.4168
1787,B,False,3.798,3.9365,3.7936,3.7616,3.8169
1788,B,False,4.6256,4.7359,4.6522,4.708,4.7929
1789,B,False,3.5458,3.459,3.6157,3.559,3.5471
1790,B,False,0.0,2.2814,2.2827,0.0,0.0
1791,B,False,3.7267,3.8303,3.7183,3.7991,3.7998
1792,B,False,0.0,0.0,0.0,0.0,0.0
1793,B,False,0.0,1.9418,0.0,0.0,0.0
1794,B,False,0.0,0.0,0.0,0.0,0.0
1795,B,False,2.6125,2.6084,2.9371,2.8711,2.7834
1796,B,False,2.2241,0.0,2.4995,2.4956,0.0
1797,B,False,3.8351,3.852,3.8288,3.8623,3.9196
1798,B,True,3.2281,3.2843,3.1122,3.349,3.4679
1799,B,False,3.2315,3.2189,3.2238,3.244,3.4883
1800,B,False,2.5683,2.6634,2.9658,2.9229,2.9586
1801,B,False,3.703,3.7063,3.6648,3.6858,3.6545
1802,B,False,2.9056,2.8471,2.8389,2.6742,2.7955
1803,B,False,3.5581,3.2767,3.6601,3.5809,3.5773
1804,B,False,3.8758,3.8904,3.87,3.9157,3.9437
1805,B,False,3.8213,3.8476,3.8799,3.8441,3.8216
1806,B,False,3.55,3.4544,3.5076,3.5259,3.5701
1807,B,False,2.8376,2.694,2.6992,2.7988,2.7965
1808,B,False,0.0,0.0,0.0,0.0,0.0
1809,B,False,0.0,0.0,0.0,2.733,2.943
1810,B,False,3.0338,2.9576,2.9569,3.0744,3.0415
1811,B,False,3.7795,3.7792,3.7515,3.768,3.7911
1812,B,False,2.1055,2.1006,0.0,0.0,0.0
1813,B,False,3.9221,4.0723,4.1894,4.1736,4.0516
1814,B,False,0.0,0.0,0.0,0.0,0.0
1815,B,False,1.722,1.7173,1.7159,1.7141,1.7197
1816,B,False,3.9945,4.0305,4.0638,3.9846,3.8524
1817,B,False,2.4836,2.746,0.0,0.0,0.0
1818,B,False,0.0,0.0,1.8945,1.8952,1.8955
1819,B,False,4.1605,4.0396,4.0584,4.0748,4.0446
1820,B,True,4.0877,4.0658,4.1248,4.1402,4.1644
