,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119,MEANGBH_120
22,X,False,57.091,57.434,57.763,58.229,58.611,59.005,59.11,59.437,59.077,59.391,59.427,59.034,59.052,58.475,58.112,58.053,57.975,57.33,57.187,56.875,56.823,56.758,56.726,56.927,57.058,57.434,57.441,57.631,57.531,57.827,58.227,58.261,58.22,58.479,58.5,58.331,58.389,58.464,58.548,58.087,57.923,57.79,57.481,57.509,57.645,57.79,57.931,57.809,57.659,57.704,57.522,57.425,57.18,57.065,57.131,57.151,57.214,57.294,57.662,57.79,57.667,58.378,58.448,58.81,59.207,59.802,59.827,60.094,60.258,60.162,60.11,60.12,60.115,59.852,60.0,59.879,59.401,59.398,59.482,59.086,58.861,58.606,58.204,58.061,57.84,58.019,57.916,57.84,58.064,58.079,58.339,58.068,58.462,58.464,58.521,58.808,58.691,58.553,58.722,58.535,58.558,58.696,58.594,58.408,58.117,58.133,58.275,58.605,58.59,58.612,58.613,58.577,58.478,59.048,59.013,59.183,59.197,59.471,59.725,59.71
23,X,False,21.894,22.405,22.366,22.389,22.851,22.67,22.886,22.887,22.363,21.824,22.786,22.991,22.348,23.938,24.573,24.853,25.089,24.465,25.173,26.179,25.767,26.557,25.717,26.221,26.722,27.223,27.397,27.136,26.372,27.237,26.415,25.335,25.161,25.554,25.883,25.08,26.106,26.746,26.46,26.883,27.2,27.155,27.364,27.495,27.538,27.157,27.242,26.807,27.209,27.319,28.37,27.545,27.752,28.517,29.13,29.423,30.65,31.227,32.803,32.801,32.285,32.594,32.591,32.994,32.071,33.748,34.479,33.863,33.775,33.577,32.231,32.488,32.701,31.532,31.924,32.007,31.802,32.499,32.63,31.537,31.901,31.409,31.848,31.804,31.905,30.713,30.665,30.292,30.561,30.053,30.043,30.34,30.173,30.332,31.282,31.86,31.015,32.239,33.939,32.847,33.523,33.195,32.799,32.384,32.198,32.127,31.822,32.723,31.977,31.944,31.555,31.283,29.946,31.001,30.837,31.158,31.13,30.855,30.814,31.262
24,X,True,71.381,71.478,69.905,68.576,68.285,69.125,69.235,69.734,70.627,70.777,72.26,74.117,74.55,74.558,75.25,74.655,73.214,71.688,69.807,69.816,68.838,67.007,66.878,66.695,66.325,65.281,65.33,64.983,65.047,64.937,65.242,65.491,66.068,66.363,66.042,65.704,65.99,65.386,65.624,65.278,64.921,64.864,65.648,65.692,65.815,66.587,66.277,66.638,67.641,67.781,68.846,69.438,71.331,71.722,71.958,72.044,71.176,71.103,70.382,69.904,68.952,68.036,66.93,65.876,65.107,64.325,65.178,64.436,64.656,64.527,64.928,65.672,66.87,67.597,68.505,70.856,71.647,72.357,71.759,73.357,72.551,71.992,71.484,69.993,69.18,68.979,67.857,67.001,67.027,66.038,66.079,65.183,64.876,64.816,64.716,64.861,64.983,65.026,64.66,65.645,65.329,66.018,65.59,65.875,66.695,66.266,67.017,67.534,67.526,67.158,68.029,67.84,67.166,67.087,65.146,63.559,62.397,61.014,60.282,59.051
25,X,False,34.002,33.589,33.961,34.578,34.815,35.071,35.225,35.254,35.599,35.821,35.833,36.854,37.032,37.741,37.564,38.279,39.045,38.692,38.909,38.899,40.028,39.211,39.719,39.832,39.809,39.453,39.768,38.953,38.737,38.152,38.519,37.922,37.508,37.636,37.681,37.778,37.679,37.691,38.391,38.345,38.412,38.682,39.364,39.309,40.1,40.45,41.017,40.813,40.623,40.628,40.705,41.433,41.513,41.275,40.859,40.84,41.054,41.407,41.529,40.65,40.639,40.98,40.557,40.578,40.332,40.425,40.649,40.223,40.202,40.137,40.414,40.74,40.49,39.199,38.838,38.894,38.86,38.664,38.481,37.721,37.146,36.503,36.409,36.298,36.6,35.805,35.764,35.997,35.845,35.82,36.066,36.37,36.611,37.021,37.123,37.235,37.64,37.739,37.647,37.184,36.673,36.286,36.002,35.693,35.271,34.831,34.461,33.924,33.272,33.247,33.268,32.85,32.7,32.572,32.327,32.46,32.411,32.227,32.395,32.342
26,X,False,35.537,35.819,35.407,36.21,36.717,35.913,37.365,36.743,37.661,38.608,38.231,37.941,38.387,38.28,38.633,39.806,40.214,38.898,39.031,40.475,39.374,39.804,39.329,39.598,39.475,39.459,38.476,38.056,38.463,37.627,39.138,37.705,37.865,38.484,38.287,37.989,37.853,37.676,38.218,37.348,37.511,37.319,36.779,37.014,36.453,37.114,37.702,37.361,37.7,38.104,38.345,40.418,38.664,38.41,38.788,39.45,39.367,41.173,40.058,41.555,40.49,41.461,40.782,41.001,41.361,41.25,41.573,42.143,42.043,41.332,41.455,40.459,41.424,42.061,41.389,41.602,40.686,41.958,41.81,41.639,43.097,42.851,43.081,41.364,41.693,42.114,41.963,42.835,44.34,43.298,41.628,43.023,41.811,41.833,41.952,42.723,42.674,44.108,44.051,43.37,44.073,44.433,45.024,44.246,44.144,41.615,41.578,42.447,43.038,42.651,42.469,43.113,40.34,40.583,40.714,40.924,40.359,41.265,41.178,41.38
27,X,False,35.53,36.956,35.529,37.085,35.66,35.633,35.436,35.715,36.464,36.837,35.472,35.81,35.88,35.92,35.996,36.631,36.445,36.904,37.018,36.889,36.934,38.079,36.822,36.78,36.883,36.878,36.731,37.033,37.027,37.021,36.915,36.999,36.821,36.695,37.022,37.443,36.954,36.926,37.17,37.062,37.032,36.781,36.8,36.775,36.993,37.125,37.315,37.433,37.681,37.52,37.714,37.963,38.451,38.36,38.594,38.645,38.892,38.904,39.067,39.051,39.084,39.238,39.229,39.389,39.497,38.997,38.971,38.677,38.664,38.415,38.208,38.307,38.399,38.628,39.019,39.21,39.485,39.842,39.883,39.984,40.172,40.232,40.501,40.749,40.705,40.771,40.947,40.738,40.93,40.68,40.508,40.554,40.426,40.279,40.325,40.302,40.312,40.477,40.262,40.295,40.296,40.508,40.659,40.552,40.909,40.931,41.222,41.553,41.831,42.165,42.409,42.811,43.169,43.069,43.204,43.447,43.632,43.709,43.499,43.752
28,X,True,59.806,59.724,59.802,59.927,59.76,59.798,59.568,59.549,59.143,58.998,58.599,58.392,58.324,57.948,58.039,58.455,58.458,58.909,59.179,59.515,60.047,60.489,60.619,61.22,61.18033333333333,61.14066666666667,61.101,61.156,61.02,60.876,60.318,60.202,59.845,59.76,59.696,59.573,59.393,59.127,59.213,59.121,59.133,59.093,59.117,59.286,59.097,58.972,59.336,59.254,59.408,59.308,59.55,59.52,59.498,59.437,59.213,59.059,59.115,58.986,59.149,59.42,59.662,59.73,59.739,59.68,60.023,60.133,60.355,60.384,60.412,60.498,60.69,60.826,61.15,61.49,61.97,62.062,62.161,62.361,61.783,61.744,61.348,60.952,60.556,60.316,60.111,59.564,59.458,59.321,58.901,59.144,59.265,59.143,59.338,59.575,59.945,60.185,60.522,60.709,60.82,60.74,60.763,61.23,61.119,61.004,61.193,61.405,61.166,60.94,61.003,61.008,61.063,61.032,60.933,61.194,61.216,61.38,61.177,61.233,61.46,61.669
29,X,True,59.764,59.807,59.935,60.118,60.146,60.318,60.388,60.599,60.419,60.424,60.647,60.465,60.38,60.328,60.295875,60.26375,60.231625,60.1995,60.167375,60.13525,60.103125,60.071,59.848,59.849,59.814,59.902,59.601,59.346,59.24,58.785,58.582,58.231,58.169,57.936,57.776,57.523,57.713,57.608,57.711,58.013,57.999,58.134,58.741,59.139,59.403333333333336,59.66766666666667,59.932,60.022,60.062,60.091,60.031,59.828,59.635,59.402,59.018,58.584,58.011,58.122,57.983,57.784,57.391,57.21,57.096,57.078,57.169,57.272,57.583,57.727,57.543,57.533,57.682,57.725,57.592,57.664,57.552,57.126,56.959,57.034,57.029,56.809,57.056,57.032,56.835,56.648,56.498,56.338,56.345,56.699,56.591,56.939,57.149,57.339,57.524,57.762,57.825,58.176,58.267,58.582,58.631,58.375,58.114,58.096,57.693,57.326,56.88733333333333,56.44866666666667,56.01,55.459,55.283,54.971,55.003,55.308,55.395,55.6,55.905,55.983,56.377,56.746,57.144,57.722
30,X,True,58.375,58.114,58.096,57.693,57.326,56.88733333333333,56.44866666666667,56.01,55.459,55.283,54.971,55.003,55.308,55.395,55.6,55.905,55.983,56.377,56.746,57.144,57.722,58.009,58.276,58.473,58.783,58.464,58.632,58.817,58.97,58.75,58.53,58.492,58.224,58.48,58.27,58.155,58.072,57.993,57.989,58.16,58.42,58.347,58.318,58.111,58.149,58.354,58.194,58.027,57.943,57.837,57.419,56.824,56.672,56.194,55.84,55.406,55.017,54.67,54.432,54.225,54.237,54.249,54.261,54.405,54.545,54.95633333333333,55.36766666666667,55.779,56.093,56.481,56.655,56.929,56.969,57.242,57.338,57.001,56.861,56.543,56.532,56.016,55.903,55.632,55.35,55.197,54.896,54.653,54.574,54.571,54.396,54.151,53.888,53.916,53.864,53.833,53.819,54.033,54.139,54.212,54.019,54.026,54.135,54.264,54.313,54.285,54.359,54.354,54.463,54.936,55.003,54.988,55.237,55.427,55.467,55.774,55.932,55.998,56.142,56.386,56.274,56.135
31,X,True,54.653,54.574,54.571,54.396,54.151,53.888,53.916,53.864,53.833,53.819,54.033,54.139,54.212,54.019,54.026,54.135,54.264,54.313,54.285,54.359,54.354,54.463,54.936,55.003,54.988,55.237,55.427,55.467,55.774,55.932,55.998,56.142,56.386,56.274,56.135,55.904,55.521,55.113,54.621,54.197,53.791000000000004,53.385,52.979,52.973,52.707,52.605,52.652,53.138,53.128,53.555,54.111,54.211,54.482,54.57,54.685,55.036,55.14,55.15,55.105,55.203,55.006,55.116,54.946,54.749,54.313,53.973,53.779,53.966,53.772,53.49,53.521,53.605,53.507,53.588,53.645,53.634,53.736,53.998,53.841,54.055,54.285,54.34,54.302,54.239,54.046,53.943,53.612,53.336,52.832,52.559,52.228,51.934,51.523,50.982,50.865,50.469,50.272,50.457,50.351,50.312,50.605333333333334,50.898666666666664,51.192,51.467,51.59,51.877,52.333,52.663,52.792,52.764,52.79,52.591,52.447,52.279,52.004,51.713,51.327,51.388,51.278,50.941
32,X,True,49.835,50.002,50.147,50.314,50.554,50.721,50.862,51.038,50.91,50.925,51.035,50.755,50.419,50.164,49.843,49.58,48.977,48.775,48.51,48.201,48.137,47.879,47.872,48.147,48.23,48.388,48.624,48.888,49.13,49.474,49.877,49.719,50.034,49.908,50.484,50.16,50.488,49.982,50.34,50.105,49.844,49.593,49.21,48.808,48.683,48.649,48.4,48.05,48.126,48.025,48.014,48.187,48.038,47.681,47.87,48.001,48.096,48.33,48.466,48.442,48.654,48.731,48.477,48.619,48.475,48.228,47.946,47.721,47.371,46.873,46.755,46.58,46.304,46.352,46.311,45.917,45.739,45.798,45.931,45.93,46.15,46.331,46.622,46.655,46.908,47.064,47.167,47.342,47.377,47.579,47.404,47.493,47.232,47.124,46.849,46.618,46.274,46.144,46.08,45.957,45.946,45.776,45.71,45.477,45.418,45.501,45.322,45.262,45.219,45.117,44.965,45.01,44.857,45.037,45.152,45.05,45.196,45.079,45.322,45.187
33,X,False,47.999,47.512,47.682,47.83,47.714,47.685,48.317,48.467,48.996,49.521,49.743,50.439,50.508,51.129,51.965,52.441,52.938,53.217,53.35,53.438,53.913,53.692,53.046,52.918,53.217,52.93,52.284,52.168,51.915,51.915,51.888,52.054,51.981,51.577,51.714,51.757,51.974,52.114,51.84,52.177,51.977,52.118,52.6,52.677,52.708,52.984,53.489,53.235,53.992,53.991,54.541,54.751,55.327,55.751,55.714,55.697,55.899,55.458,55.075,55.37,54.764,54.545,54.252,53.545,53.189,52.3,51.805,51.084,51.004,51.147,51.376,51.264,51.378,51.562,52.118,52.533,52.872,53.711,53.902,55.003,55.473,55.93,56.42,56.509,56.66,56.491,56.734,56.825,56.479,56.37,56.172,56.706,56.547,56.718,56.271,56.32,56.616,56.737,57.087,56.9,57.37,57.386,57.021,57.136,57.182,56.958,57.039,57.354,57.455,56.984,57.205,56.802,56.406,55.87,55.41,55.454,54.948,54.082,54.164,54.043
34,X,True,57.209,56.84,56.312,56.113,56.536,57.481,57.781,58.074,58.883,59.933,60.962,61.966,62.251,62.781,63.102,63.835,63.179,62.393,61.693,61.278,60.521,60.068,59.654,59.382,59.3,59.467,59.058,59.437,60.196,60.736,61.092,61.984,61.6,62.308,63.054,64.028,64.157,63.948,64.415,64.925,64.898,64.902,64.792,65.233,65.329,65.423,65.499,65.894,66.226,66.192,66.644,66.473,66.521,66.537,66.292,65.622,65.404,65.2,64.924,64.459,64.142,64.263,63.616,63.165,64.116,63.752,63.537,63.722,64.943,65.733,66.723,66.63293333333333,66.54286666666667,66.4528,66.36273333333334,66.27266666666667,66.1826,66.09253333333334,66.00246666666666,65.9124,65.82233333333333,65.73226666666666,65.6422,65.55213333333333,65.46206666666667,65.372,65.69,65.483,65.563,65.643,65.469,65.456,65.992,66.303,67.439,68.634,68.723,68.665,69.255,69.239,69.339,69.372,69.069,68.588,68.905,68.933,68.652,69.19,69.311,69.844,70.186,70.662,70.266,69.851,69.325,69.224,69.131,69.066,68.809,68.555
35,X,False,42.29,41.744,44.034,42.796,53.705,40.268,36.808,33.895,32.327,30.482,30.866,31.482,31.618,31.095,31.929,32.984,33.297,34.691,37.005,37.741,39.251,41.164,39.383,38.64,37.978,37.324,36.432,35.964,35.659,34.878,34.33,33.93,35.346,33.222,33.531,33.014,33.363,33.015,33.75,33.518,33.562,33.546,33.399,33.505,33.919,33.966,34.452,34.485,34.091,33.891,34.211,34.366,33.84,34.672,35.021,35.057,35.231,35.216,35.889,36.441,36.466,36.788,37.486,37.011,37.231,37.428,37.583,36.94,37.699,37.537,36.347,36.77,37.534,37.48,37.677,37.575,38.267,39.154,38.801,37.78,38.067,38.677,38.22,38.075,38.682,38.15,37.417,38.149,37.861,37.445,37.404,36.809,36.591,37.53,37.247,37.876,37.729,37.568,37.89,38.211999999999996,38.534,37.527,38.442,38.213,37.739,38.318,38.215,39.115,39.771,39.836444444444446,39.90188888888889,39.967333333333336,40.03277777777778,40.09822222222222,40.163666666666664,40.22911111111111,40.294555555555554,40.36,39.942,39.607
36,X,True,74.477,75.662,74.949,74.852,74.526,74.188,74.256,74.826,74.013,74.403,75.308,75.253,75.175,75.054,75.674,75.092,74.88,74.591,74.171,74.436,74.477,74.116,73.992,73.054,74.334,74.15,73.62,73.759,73.696,73.44,73.517,74.48,74.631,74.154,74.583,75.337,74.965,75.406,75.695,76.698,76.768,76.925,76.575,77.059,77.714,77.174,77.635,76.808,75.971,75.725,75.315,74.518,74.414,74.141,74.554,75.386,74.233,75.212,75.116,75.224,75.908,76.531,76.834,76.844,76.379,75.953,75.517,75.566,74.856,74.139,74.032,74.405,73.729,73.683,73.12,73.335,73.434,73.507,73.629,73.588,73.7,73.015,72.152,71.495,71.57,71.689,72.743,71.937,73.144,73.976,72.804,72.919,73.901,74.141,74.178,73.593,73.536,73.149,73.478,73.702,73.066,73.265,72.976,72.266,71.246,70.83,70.96138461538462,71.09276923076924,71.22415384615384,71.35553846153846,71.48692307692308,71.6183076923077,71.7496923076923,71.88107692307692,72.01246153846154,72.14384615384616,72.27523076923076,72.40661538461538,72.538,72.116
37,X,True,75.674,75.092,74.88,74.591,74.171,74.436,74.477,74.116,73.992,73.054,74.334,74.15,73.62,73.759,73.696,73.44,73.517,74.48,74.631,74.154,74.583,75.337,74.965,75.406,75.695,76.698,76.768,76.925,76.575,77.059,77.714,77.174,77.635,76.808,75.971,75.725,75.315,74.518,74.414,74.141,74.554,75.386,74.233,75.212,75.116,75.224,75.908,76.531,76.834,76.844,76.379,75.953,75.517,75.566,74.856,74.139,74.032,74.405,73.729,73.683,73.12,73.335,73.434,73.507,73.629,73.588,73.7,73.015,72.152,71.495,71.57,71.689,72.743,71.937,73.144,73.976,72.804,72.919,73.901,74.141,74.178,73.593,73.536,73.149,73.478,73.702,73.066,73.265,72.976,72.266,71.246,70.83,70.96138461538462,71.09276923076924,71.22415384615384,71.35553846153846,71.48692307692308,71.6183076923077,71.7496923076923,71.88107692307692,72.01246153846154,72.14384615384616,72.27523076923076,72.40661538461538,72.538,72.116,70.458,72.546,72.836,73.184,72.91,72.485,72.178,72.081,71.706,71.571,71.411,71.558,70.954,71.896
38,X,False,73.185,74.428,74.397,73.623,74.297,74.668,73.863,73.292,73.713,75.045,74.286,74.417,74.722,74.369,73.832,73.983,73.101,72.609,71.971,72.667,70.784,71.374,69.413,68.674,68.79666666666667,68.91933333333334,69.042,69.445,68.659,70.163,69.385,69.982,70.111,69.341,70.311,70.54,70.051,70.347,70.56,68.441,67.945,67.378,67.011,67.069,65.554,65.806,65.877,66.133,65.531,65.905,65.338,64.491,65.138,64.543,64.088,64.016,64.558,64.171,63.644,63.184,63.221,64.228,64.232,63.947,63.75,64.388,63.218,63.756,64.089,63.555,63.676,63.56,63.158,63.264,62.447,62.707,61.938,61.935,60.365,60.801,60.88345454545455,60.96590909090909,61.04836363636364,61.130818181818185,61.21327272727273,61.29572727272727,61.378181818181815,61.46063636363636,61.54309090909091,61.62554545454545,61.708,62.287,61.986,61.119,60.961,60.955,60.126,59.557,58.982,57.762,58.354,58.124,57.835,57.718,58.022,57.742,57.701,57.427,57.427,56.828,56.622,56.566,56.478,56.403,56.555,56.656,56.543,56.554,56.326,56.218
39,M,False,62.333,62.781,62.429,61.171,61.188,60.876,61.378,60.703,61.127,61.566,62.524,61.423,63.167,63.936,63.102,62.435,64.271,65.845,65.7,64.517,64.321,64.301,65.326,76.926,62.45,64.227,62.989,63.827,63.689,64.079,62.432,63.427,62.726,60.656,61.254,62.101,62.595,62.163,61.882,62.781,63.211,63.795,64.607,63.561,64.784,64.907,65.413,65.86,65.543,65.726,64.805,66.124,64.747,63.583,63.41,61.621,60.721,59.411,58.947,58.363,56.793,57.682,56.832,55.879,55.766,55.248,55.493,56.262,56.707,56.677,56.995,57.167,58.264,58.806,59.63,59.532,58.999,59.705,60.433,59.834,59.125,59.152,59.169,57.871,57.608,58.22,57.14,56.558,56.063,55.352,55.344,55.161,55.454,55.364,55.481,56.582,56.566,55.265,54.805,54.778,54.649,54.785,53.329,53.387,53.536,53.011,53.935,54.329,53.968,54.972,54.769,54.801,55.798,54.384,53.972,53.868,53.325,53.409,52.248,51.568
40,M,False,48.468,46.638,48.74,50.162,49.295,48.858,47.116,44.778,44.561,44.841,44.347,43.214,45.003,43.606,43.587,43.694,44.562,41.262,42.501,43.016,43.002,43.837,46.207,45.119,45.323,46.124,46.845,45.578,45.155,46.36,45.56,44.918,46.677,46.974,46.393,50.649,48.579,49.374,49.538,47.393,48.529,47.834,50.345,48.906,47.902,45.884,46.405,46.039,48.101,47.565,48.441,48.707,48.536,47.778,48.242,47.423,47.476,46.104,45.661,46.017,44.101,46.557,47.377,45.927,48.092,47.1,48.515,49.98,48.613,49.517,49.691,49.343,49.267,50.057,48.012,48.144,47.964,48.267,48.386,47.457,48.086,47.437,45.492,46.527,46.073,45.951,45.247,45.422,44.868,44.795,44.899,43.293,41.155,42.454,41.856,41.888,42.083,42.31,42.978,43.064,43.14,39.924,39.871,41.591,40.567,39.664,39.878,38.724,40.833,39.314,40.207,40.873,37.945,38.427,37.092,37.324,38.438,37.379,40.739,39.902
41,M,False,39.771,39.371,39.346,39.4,38.819,38.981,38.73,38.951,39.222,39.686,39.466,39.769,40.125,40.357,41.094,41.102,41.095,40.997,41.362,41.234,41.427,41.283,41.581,40.847,40.602,40.209,39.943,40.071,39.428,39.298,39.191,38.852,38.861,38.913,38.613,38.823,38.417,38.737,39.26,39.04,39.135,39.352,39.359,39.632,39.374,39.586,39.919,40.193,40.368,40.991,40.673,41.801,41.943,42.249,42.405,42.487,42.426,42.443,43.191,43.297,43.225,42.975,42.809,43.136,42.861,43.02,42.524,42.409,42.098,41.851,41.638,41.953,41.611,41.394,41.996,42.332,42.6,42.628,43.112,42.984,42.569,42.245,42.985,42.818,42.937,43.153,43.345,43.605,43.225,43.535,43.148,43.434,43.944,43.56,44.403,44.357,44.506,44.984,45.253,45.041,45.192,44.989,44.596,44.987,44.31,45.018,44.858,44.709,44.644,44.656,45.123,44.949,44.641,45.208,45.268,45.338,45.874,45.513,45.658,45.731
42,M,False,59.704,60.081,61.35,61.591,61.994,61.794,62.214,62.98866666666667,63.76333333333333,64.538,64.327,65.304,65.612,65.927,66.093,65.779,65.328,65.342,65.169,64.903,64.451,64.29,64.694,63.832,63.342,63.396,64.264,63.967,64.254,64.683,65.398,65.743,65.379,65.281,64.653,65.826,65.484,65.252,64.938,65.418,65.086,64.237,62.961,61.657,60.773,60.586,60.205,59.677,59.796,59.815,59.153,59.127,59.706,60.174,60.313,61.095,61.579,62.059,61.943,63.009,63.644,63.866,64.05,64.791,63.457,62.617,61.686,61.278,60.717,60.281,59.917,58.675,58.123,57.962,58.186,58.24,58.357,58.573,58.424,59.037,58.29,57.909,57.731,57.771,58.042,58.038,58.053,57.635,57.691,57.677,57.673,57.585,57.41,56.373,56.482,56.38,56.17,55.835,55.598,55.169,54.944,55.668,56.111,56.559,57.297,58.548,59.298,59.08,59.195,57.795,57.963,57.168,56.082,55.485,55.166,54.268,54.113,53.53,53.206,52.715
43,M,True,31.663,27.586,32.655,27.728,27.39,26.325,26.289,27.866,27.997,32.253,28.723,29.113,28.755,29.492,29.328,29.227,28.843,29.614,28.383,30.008,29.303,29.464,29.989,29.645,31.259,30.999,29.438,29.453,28.956,28.516,28.099,29.207,34.769,30.327,29.653,31.29,30.498,31.515,32.051,31.33,32.844,33.18,33.702,33.484,34.168,35.266,35.115,33.961,33.984,34.181,33.132,33.064,33.466,32.286,32.009,31.981,31.235,31.838,32.549,31.929,32.345,32.022,31.506,31.355,33.697,33.572,34.737,33.159,35.668,33.667,36.567,39.929,39.77329787234043,39.617595744680855,39.461893617021275,39.3061914893617,39.15048936170213,38.994787234042555,38.83908510638298,38.68338297872341,38.52768085106383,38.371978723404254,38.21627659574468,38.06057446808511,37.904872340425534,37.74917021276596,37.59346808510638,37.43776595744681,37.28206382978723,37.12636170212766,36.97065957446809,36.81495744680851,36.65925531914893,36.50355319148936,36.347851063829786,36.19214893617021,36.03644680851064,35.880744680851066,35.725042553191486,35.56934042553191,35.41363829787234,35.257936170212766,35.10223404255319,34.94653191489361,34.79082978723404,34.635127659574465,34.47942553191489,34.32372340425532,34.168021276595745,34.01231914893617,33.85661702127659,33.70091489361702,33.545212765957444,33.38951063829787,33.2338085106383,33.07810638297872,32.922404255319144,32.76670212765957,32.611,33.643
44,M,False,34.737,33.159,35.668,33.667,36.567,39.929,39.77329787234043,39.617595744680855,39.461893617021275,39.3061914893617,39.15048936170213,38.994787234042555,38.83908510638298,38.68338297872341,38.52768085106383,38.371978723404254,38.21627659574468,38.06057446808511,37.904872340425534,37.74917021276596,37.59346808510638,37.43776595744681,37.28206382978723,37.12636170212766,36.97065957446809,36.81495744680851,36.65925531914893,36.50355319148936,36.347851063829786,36.19214893617021,36.03644680851064,35.880744680851066,35.725042553191486,35.56934042553191,35.41363829787234,35.257936170212766,35.10223404255319,34.94653191489361,34.79082978723404,34.635127659574465,34.47942553191489,34.32372340425532,34.168021276595745,34.01231914893617,33.85661702127659,33.70091489361702,33.545212765957444,33.38951063829787,33.2338085106383,33.07810638297872,32.922404255319144,32.76670212765957,32.611,33.643,33.561,33.995,35.194,33.094,33.554,32.829,32.934,33.145,33.636,32.367,32.516,32.767,33.399,33.474,34.744,33.919,33.379,35.019,34.961,33.937,34.431,32.702,33.884,34.499,34.315,32.885,33.247,33.217,33.239,33.325,33.732,31.535,31.97,33.776,33.761,33.108,33.194,32.994,33.375,32.918,33.653,34.78,34.384,34.934,35.65,34.313,35.302,35.309,34.899,34.786,35.181,33.847,33.76,33.993,33.778,33.446,33.86,33.254,34.193,33.165,33.348,34.046,33.892,34.411,33.156,33.985
45,M,False,35.611,35.276,35.262,35.234,35.137,35.972,34.607,34.601,34.346,34.363,34.354,34.582,34.485,33.597,33.738,34.54,34.139,34.502,35.169,35.268,34.864,35.246,35.403,35.291,36.009,35.946,36.099,35.932,35.249,35.467,35.464,34.992,35.812,34.975,35.239,35.122,35.26,34.977,34.973,34.798,35.211,35.674,35.289,35.546,35.235,35.223,35.019,35.953,35.808,35.788,36.087,35.988,36.441,36.293,36.732,36.762,36.887,36.69,36.905,36.739,36.995,37.386,37.185,36.882,36.26,36.712,36.455,36.132,35.89,35.744,35.823,35.512,35.483,35.1,35.613,35.545,35.8598,36.1746,36.4894,36.8042,37.119,37.587,37.895,37.941,38.077,38.308,38.244,37.915,37.338,37.095,37.275,36.707,36.519,36.369,35.554,35.231,35.313,35.398,35.21,34.747,35.119,35.157,35.336,35.041,35.214,34.916,35.315,35.335,35.805,35.598,35.59,35.882,36.372,36.535,36.607,36.951,37.21,37.547,37.698,37.7
46,M,False,41.403,40.112,41.637,41.425,42.028,41.0,41.307,41.305,41.734,41.526,42.415,42.23,41.538,41.122,41.546,42.528,43.327,44.063,43.353,44.945,45.141,45.502,45.119,44.884,45.567,45.77,45.539,45.905,45.365,46.347,45.044,44.818,43.017,43.357,44.047,45.272,43.709,41.861,42.037,42.013,45.171,43.01,43.897,43.626,44.098,44.179,44.862,45.295,44.368,45.287,44.825,44.841,45.061,44.902,45.276,45.232,45.775,45.233,45.244,44.26,44.837,45.394,45.358,45.554,45.526,44.861,45.651,45.789,45.743,45.311,45.521,45.106,45.55,44.986,45.139,47.075,43.987,44.123,44.398,44.02,44.734,44.259,43.21,42.481,43.396,43.08,43.254,42.888,42.942,43.901,43.585,42.872,43.761,43.351,44.063,43.548,42.875,43.147,42.47,42.891,45.168,43.269,41.783,43.537,41.749,41.578,41.911,41.467,41.982,40.88,42.146,41.701,39.863,39.563,39.169,40.25,39.774,39.27,39.993,42.571
